title,labels
Viewlet flicker when launch fails,"['bug', 'debug', 'verified']"
Create launch.json not tabable,"['accessibility', 'bug', 'debug', 'verified']"
Command (and other callback) exceptions should be reported to the debug console,['debt']
Electron 7: out of source debugging - source maps not discovered,"['bug', 'confirmed', 'debug', 'electron', 'electron-7-update']"
Magnifiers caret following is not working in the Terminal view,"['accessibility', 'bug', 'help wanted', 'integrated-terminal', 'upstream', 'upstream-issue-linked']"
Compact folder: Shift + F12 changes the selection,"['bug', 'file-explorer']"
Accessibility Support is breaking the magnifiers caret following,"['accessibility', 'under-discussion']"
Compact folders: Context menu actions not selection aware,"['bug', 'file-explorer', 'verified']"
Extension editor overflows into Terminal,['*duplicate']
Endless download save dialogs,"['bug', 'file-explorer', 'verification-found']"
"Sync: Stuck in ""conflict mode""",['settings-sync']
Sync: Theme failed to apply,"['bug', 'settings-sync']"
Sync: Decouple sync areas,"['bug', 'settings-sync']"
Sync: Failed to sync keybindings if keybindings.json file doesn't exist,['settings-sync']
Integrate ErrorLens functionality,['*extension-candidate']
Previously opened tabs are lost when opening code through the file explorer -> right click file -> open with code,"['needs more info', 'workbench-state']"
Sync: Improve sync triggers,"['*duplicate', 'settings-sync']"
Sync: Improve sync output,"['feature-request', 'settings-sync']"
Sync: Turning Sync back on asks for what to sync again,['settings-sync']
Sync: Notification after start,"['settings-sync', 'ux']"
Add a SaveAll event for extensions to listen for,"['api', 'feature-request']"
"Unhappy ""Run Java"" experience",['*caused-by-extension']
Go to definition across modules in SCSS does not work,['*caused-by-extension']
No squiggle when @use file is missing in SCSS,['wont-fix']
Sync: Review UX behind turning on/off,['settings-sync']
Terminal: Reducing terminal font size crops terminal content,"['bug', 'integrated-terminal']"
Hovers show extension and unnecesery extension reason,['*as-designed']
Terminal: Characters escape their background color,['*duplicate']
JSONC: Completion inserts one extra double quote,"['bug', 'json', 'verified']"
Focus on Tunnels View from command palette has no effect,"['bug', 'remote']"
Tab completion until next delimiter,"['*duplicate', 'suggest']"
Stop forwarding port still forwards the port,"['bug', 'candidate', 'remote', 'verified']"
Terminal: First row gets clipped at the top,['integrated-terminal']
Terminal: Switching terminal background color doesn't react appropriately,"['bug', 'integrated-terminal']"
Tunnels view is not multi selection aware,"['bug', 'remote']"
Tunnels view: rename feedback,"['bug', 'polish', 'remote']"
sync settings: resolve conflict complete button is too hidden,"['feature-request', 'settings-sync']"
Support onDidExecuteCommand,['api']
sync settings: sync when keybindings.json is modified,"['bug', 'settings-sync', 'verified']"
Tunnels view: ux polish needed on presented data,"['polish', 'remote']"
Tunnels view: keyboard shortcuts missing,"['feature-request', 'polish', 'remote']"
Tunnels: Add a Port... feedback,"['feature-request', 'polish', 'remote']"
No activations event for file events,"['api', 'feature-request', 'file-io']"
Sync: Failed to sync keybindings if keybindings.json file doesn't exist,"['bug', 'settings-sync', 'verified']"
JSON limited to 5000 items,['integrated-terminal']
bug in python,"['*caused-by-extension', 'needs more info']"
[html] space added to closing element,"['bug', 'html', 'verified']"
Live coding not successful,"['*caused-by-extension', 'needs more info']"
Debug view is not merged into viewlet header if it only view in debug viewlet,['needs more info']
[html] auto rename: auto-remove results in extra undo,"['*as-designed', 'html']"
code runner,"['*caused-by-extension', 'needs more info']"
Tab in Search field in Replace in Files should focus Replace field,['search']
[html] auto rename does not work with non-empty selection,"['feature-request', 'html']"
Screen cheese in remote picker,"['bug', 'remote', 'verified']"
Dropdown in settings look different,"['bug', 'dropdown', 'verified']"
Open folder link is not opening the project folder,['*duplicate']
"""editor.gotoLocation.multipleDefinitions"": ""goto"" F12 doesn't work to go to next symbol","['bug', 'editor-symbols', 'verified']"
Debug/Run actions are not enabled when opening a node project,"['debug', 'feature-request']"
No link to open a file ,"['debug', 'feature-request']"
GitHub Desktop has a much better user experience for accounts,['git']
Show debug view when opening a folder from debug view,"['debug', 'feature-request']"
Uri class converts $ to %24,"['uri', 'wont-fix']"
Remember the debugger choice,"['*out-of-scope', 'debug', 'under-discussion']"
Hide the debug / run buttons when not enabled,"['debug', 'under-discussion']"
Support Time Travel Debugging in Javascript,"['debug', 'upstream']"
Remote: hidden view can not be brought back,"['bug', 'remote', 'verified']"
Further configure message is confusing when no file is opened,"['debug', 'under-discussion']"
"Contributed view container: when there is only one view, split view should not be present","['remote', 'under-discussion']"
font M+ 1mn renders poorly in VSCode,"['font-rendering', 'upstream']"
Adapt serverReadyAction to pwa-node,"['debug', 'feature-request']"
Hide debug launches drop down in empty window,"['bug', 'debug', 'verified']"
Panel sash:  Invalid location: Error: Invalid location,"['bug', 'layout']"
Remote view select box out of style,"['bug', 'verified']"
Git: Improve amend commit,['git']
View dragged title has a number at the end,"['bug', 'workbench-views']"
New folder/file collapsed,"['bug', 'file-explorer']"
Git: Improve support stage selected lines,['git']
Firefox: custom dropdown renders not needed inner focus box,"['bug', 'firefox', 'web']"
Attaching to cluster doesn't discover all child processes,['debug']
problem for IntelliSense for html in css in vscode,"['html', 'needs more info']"
Disabled refactor code action isn't accessible ,['accessibility']
wrong parenthesis at autocomplete,['*caused-by-extension']
Sync: Keybindings conflict - Show two way diff,"['feature-request', 'settings-sync']"
Old theme color visible when dragging window larger,"['bug', 'confirmed', 'electron', 'electron-7-update', 'titlebar', 'verification-found', 'windows']"
Markdown relative image is not shown in Preview on windows,"['*not-reproducible', 'markdown']"
Polish debug console input output grouping,"['bug', 'debug', 'verified']"
unable to save last file before saving preceding files,['needs more info']
Freeze in C++ file with particular content,"['grammar', 'upstream-issue-linked']"
Dialogs are different with Electron 7,"['bug', 'confirmed', 'dialogs', 'electron-7-update', 'upstream-issue-fixed', 'windows']"
Sync: Keybindings overwritten after enabling sync between platforms,"['needs more info', 'settings-sync']"
Can't use jupyter,"['*caused-by-extension', 'integrated-terminal', 'needs more info']"
"Git Extension with LogOptions ""skipEntries"" to support lazy load","['feature-request', 'git']"
not working,"['*not-reproducible', 'integrated-terminal', 'needs more info']"
new style to React.Fragment not supported by code coloring,"['*caused-by-extension', 'javascript']"
Breaking with workspace TS version 3.7.2,['extensions']
macOS ctrl+v to go to the end of the document,"['feature-request', 'mac']"
 IntelliSense shows blank,['javascript']
"Error: EACCES: permission denied, open '/home/vsonline/.vs-liveshare-keychain'",['*caused-by-extension']
Test: Update to electron 7,"['engineering', 'testplan-item']"
Test CodeAction.disabled,['testplan-item']
Stabilize LogLevel api,"['api', 'api-finalization']"
Editable custom editor exploratory test pass,['testplan-item']
Test: Mobile Safari support,['testplan-item']
Test: Debug icons & color tokens,['testplan-item']
Test: Custom dropdown picker in Desktop + Web,['testplan-item']
Test: sanity check Firefox enhancement,['testplan-item']
Test: Safari support,['testplan-item']
Unable to search large section of code,['search']
Test: Sanity check vscode-pwa,['testplan-item']
editor.autoClosingBrackets: beforeWhitespace is incorrect for Python,['bug']
Link to official documentation in completion of new SCSS syntaxes,"['bug', 'candidate', 'css-less-scss', 'verified']"
Only generate valid document links of `@use` and `@forward` imports,"['bug', 'css-less-scss', 'verified']"
Test SCSS Modules support,['testplan-item']
Test: VS Code Figma Toolkit,['testplan-item']
New Debug Viewlet do not work with multi workspace,"['bug', 'debug', 'verified']"
Test: Semantic Tokens proposed API,['testplan-item']
Git repo on did change event not fired on first selection change in multiroot workspace,"['bug', 'git']"
Opening a 3 gig CSV to view causes Visual Code to crash. ,"['integrated-terminal', 'needs more info']"
Test: Auto selecting matching tag position,['testplan-item']
Test: Semantic Token Theming,"['testplan-item', 'themes']"
Test: Terminal WebGL Renderer,['testplan-item']
WebGL renderer isn't hot swappable,"['bug', 'integrated-terminal']"
Search across files not always working without explicit folder being included,"['needs more info', 'search']"
Test: CSS property ranking by populartiy,['testplan-item']
VS Code is very slow and there is a lag,['needs more info']
Test: Terminal minimum contrast ratio,['testplan-item']
Test: Search Results Editor,"['search', 'testplan-item']"
Window edges cropped when full-screen,['*duplicate']
Webview select checked user agent stylesheet cannot be overridden,"['needs more info', 'webview']"
Unpredictable behavior on deselecting the cursor,['needs more info']
vscode shows `any` for types that are not any,['needs more info']
Cannot open files beginning with '.' and containing additional '.' from jump list,['needs more info']
November 2019 Endgame,['endgame-plan']
TS intellisense is not putting exact match at top,"['bug', 'javascript', 'suggest', 'typescript']"
Search Panel is missing progress bar and showing badges during search,['under-discussion']
